transcript_id,gene_id,gene_name,chromosome,start,end,strand
MSTRG.1237.1,MSTRG.1237,NA,1,58530289,58530894,-
MSTRG.1238.1,MSTRG.1238,NA,1,58536640,58538913,-
MSTRG.1240.1,MSTRG.1240,NA,1,58663638,58663970,.
MSTRG.1241.1,MSTRG.1241,NA,1,58668944,58673643,-
MSTRG.1245.1,MSTRG.1245,NA,1,59321560,59340060,+
MSTRG.1247.1,MSTRG.1247,NA,1,59900976,59907917,-
MSTRG.1248.1,MSTRG.1248,NA,1,59911610,59916019,-
MSTRG.1249.1,MSTRG.1249,NA,1,59912979,59914038,.
MSTRG.1251.1,MSTRG.1251,NA,1,60588149,60595832,-
MSTRG.1252.1,MSTRG.1252,NA,1,60601920,60602214,.
MSTRG.1254.1,MSTRG.1254,NA,1,60615926,60617457,.
MSTRG.1255.1,MSTRG.1255,NA,1,60624892,60625500,.
MSTRG.1256.1,MSTRG.1256,NA,1,60630587,60631403,.
MSTRG.1257.1,MSTRG.1257,NA,1,60631753,60632657,.
MSTRG.1259.1,MSTRG.1259,NA,1,60660988,60663012,-
MSTRG.1260.1,MSTRG.1260,NA,1,60941239,60952784,-
MSTRG.1262.1,MSTRG.1262,NA,1,61093684,61094036,.
MSTRG.1263.1,MSTRG.1263,NA,1,61110019,61110248,.
MSTRG.1264.1,MSTRG.1264,NA,1,61113286,61114039,.
MSTRG.1265.1,MSTRG.1265,NA,1,61114970,61115726,.
MSTRG.1266.1,MSTRG.1266,NA,1,61117946,61119611,.
MSTRG.1267.1,MSTRG.1267,NA,1,61124052,61124499,.
MSTRG.1268.1,MSTRG.1268,NA,1,61132213,61132877,.
MSTRG.1269.1,MSTRG.1269,NA,1,61136422,61136644,.
MSTRG.1270.1,MSTRG.1270,NA,1,61139879,61140221,.
MSTRG.1271.1,MSTRG.1271,NA,1,61169300,61169803,.
MSTRG.1272.1,MSTRG.1272,NA,1,61170327,61170741,.
MSTRG.1273.1,MSTRG.1273,NA,1,61173045,61173412,.
MSTRG.1274.1,MSTRG.1274,NA,1,61175914,61176324,.
MSTRG.1275.1,MSTRG.1275,NA,1,61179293,61179580,.
MSTRG.1276.1,MSTRG.1276,NA,1,61179857,61180362,.
MSTRG.1277.1,MSTRG.1277,NA,1,61189059,61189722,.
MSTRG.1278.1,MSTRG.1278,NA,1,61197904,61198212,.
MSTRG.1279.1,MSTRG.1279,NA,1,61203729,61204042,.
MSTRG.1280.1,MSTRG.1280,NA,1,61204395,61204649,.
MSTRG.1281.1,MSTRG.1281,NA,1,61206963,61207316,.
MSTRG.1282.1,MSTRG.1282,NA,1,61277256,61456310,+
MSTRG.1282.2,MSTRG.1282,NA,1,61404102,61456310,+
MSTRG.1286.1,MSTRG.1286,NA,1,62114053,62116569,+
MSTRG.1287.1,MSTRG.1287,NA,1,62437267,62439974,+
MSTRG.1289.1,MSTRG.1289,NA,1,62445410,62448619,+
MSTRG.1290.1,MSTRG.1290,NA,1,62475209,62475826,-
MSTRG.1291.1,MSTRG.1291,NA,1,62504757,62510671,-
MSTRG.1292.1,MSTRG.1292,NA,1,62513819,62529447,-
MSTRG.1293.1,MSTRG.1293,NA,1,62543675,62552883,-
MSTRG.1294.1,MSTRG.1294,NA,1,62559188,62578948,-
MSTRG.1295.1,MSTRG.1295,NA,1,62583218,62619987,-
MSTRG.1295.2,MSTRG.1295,NA,1,62584842,62619987,-
MSTRG.1296.1,MSTRG.1296,NA,1,62625239,62633580,-
MSTRG.1297.1,MSTRG.1297,NA,1,62636584,62648485,-
MSTRG.1299.1,MSTRG.1299,NA,1,62730526,62730862,.
MSTRG.1300.1,MSTRG.1300,NA,1,63523545,63525699,+
MSTRG.1301.1,MSTRG.1301,NA,1,63593353,63629965,+
MSTRG.1302.1,MSTRG.1302,NA,1,63631740,63636308,+
MSTRG.1303.1,MSTRG.1303,NA,1,63648586,63651907,+
MSTRG.1304.1,MSTRG.1304,NA,1,63654332,63659852,+
MSTRG.1306.1,MSTRG.1306,NA,1,64641959,64648080,+
MSTRG.1307.1,MSTRG.1307,NA,1,64653817,64663831,+
MSTRG.1308.1,MSTRG.1308,NA,1,64673238,64681394,+
MSTRG.1310.1,MSTRG.1310,NA,1,64834500,64838104,-
MSTRG.1311.1,MSTRG.1311,NA,1,64838464,64845627,-
MSTRG.1312.2,MSTRG.1312,NA,1,64867008,64879148,-
MSTRG.1313.1,MSTRG.1313,NA,1,64950457,64950759,.
MSTRG.1314.1,MSTRG.1314,NA,1,64956394,64956724,.
MSTRG.1315.1,MSTRG.1315,NA,1,64961475,64961713,.
MSTRG.1316.1,MSTRG.1316,NA,1,64989390,64991439,-
MSTRG.1317.1,MSTRG.1317,NA,1,65000695,65001069,.
MSTRG.1318.1,MSTRG.1318,NA,1,65001461,65001915,.
MSTRG.1319.1,MSTRG.1319,NA,1,65007279,65007509,.
MSTRG.1320.1,MSTRG.1320,NA,1,65009962,65010392,.
MSTRG.1321.1,MSTRG.1321,NA,1,65034082,65034282,.
MSTRG.1322.1,MSTRG.1322,NA,1,65037249,65037517,.
MSTRG.1323.1,MSTRG.1323,NA,1,65037906,65038215,.
MSTRG.1324.1,MSTRG.1324,NA,1,65040208,65041124,.
MSTRG.1326.1,MSTRG.1326,NA,1,65056197,65057711,.
MSTRG.1329.1,MSTRG.1329,NA,1,65064502,65067617,-
MSTRG.1330.1,MSTRG.1330,NA,1,65255086,65255582,.
MSTRG.1331.1,MSTRG.1331,NA,1,65264888,65345992,+
MSTRG.1332.1,MSTRG.1332,NA,1,65388343,65392496,+
MSTRG.1333.1,MSTRG.1333,NA,1,65392719,65395024,+
MSTRG.1334.1,MSTRG.1334,NA,1,65405914,65412969,+
MSTRG.1335.1,MSTRG.1335,NA,1,65413942,65414412,.
MSTRG.1336.1,MSTRG.1336,NA,1,65420673,65430091,+
MSTRG.1337.1,MSTRG.1337,NA,1,65425679,65426656,.
MSTRG.1338.1,MSTRG.1338,NA,1,65429142,65429545,.
MSTRG.1340.1,MSTRG.1340,NA,1,65433051,65433422,.
MSTRG.1341.1,MSTRG.1341,NA,1,65434536,65434912,.
MSTRG.1342.1,MSTRG.1342,NA,1,65998262,65998666,.
MSTRG.1343.1,MSTRG.1343,NA,1,66016859,66017243,.
MSTRG.1344.1,MSTRG.1344,NA,1,66023441,66023853,.
MSTRG.1345.1,MSTRG.1345,NA,1,66038022,66038956,.
MSTRG.1346.1,MSTRG.1346,NA,1,66045563,66046451,.
MSTRG.1347.1,MSTRG.1347,NA,1,66050804,66051050,.
MSTRG.1348.1,MSTRG.1348,NA,1,66056241,66056481,.
MSTRG.1349.1,MSTRG.1349,NA,1,66064177,66064664,.
MSTRG.1350.1,MSTRG.1350,NA,1,66073889,66074297,.
MSTRG.1351.1,MSTRG.1351,NA,1,66092523,66093754,.
MSTRG.1352.1,MSTRG.1352,NA,1,66094123,66094368,.
MSTRG.1353.1,MSTRG.1353,NA,1,66121113,66121476,.
MSTRG.1354.1,MSTRG.1354,NA,1,66131100,66131337,.
MSTRG.1355.1,MSTRG.1355,NA,1,66131918,66132174,.
MSTRG.1356.1,MSTRG.1356,NA,1,66135031,66135756,.
MSTRG.1357.1,MSTRG.1357,NA,1,66136627,66137475,.
MSTRG.1358.1,MSTRG.1358,NA,1,66158219,66158434,.
MSTRG.1359.1,MSTRG.1359,NA,1,66158870,66159334,.
MSTRG.1360.1,MSTRG.1360,NA,1,66177014,66177219,.
MSTRG.1361.1,MSTRG.1361,NA,1,66183869,66184376,.
MSTRG.1362.1,MSTRG.1362,NA,1,66214921,66215216,.
MSTRG.1363.1,MSTRG.1363,NA,1,66220008,66220249,.
MSTRG.1364.1,MSTRG.1364,NA,1,66277097,66277316,.
MSTRG.1365.1,MSTRG.1365,NA,1,66288141,66288417,.
MSTRG.1366.1,MSTRG.1366,NA,1,66288691,66290352,.
MSTRG.1367.1,MSTRG.1367,NA,1,66306885,66307955,.
MSTRG.1368.1,MSTRG.1368,NA,1,66330794,66363699,+
MSTRG.1369.1,MSTRG.1369,NA,1,66333062,66334357,-
MSTRG.1370.1,MSTRG.1370,NA,1,66367738,66374320,+
MSTRG.1371.1,MSTRG.1371,NA,1,66625847,66639830,+
MSTRG.1372.1,MSTRG.1372,NA,1,66654834,66655497,.
MSTRG.1373.1,MSTRG.1373,NA,1,66658933,66660055,.
MSTRG.1374.1,MSTRG.1374,NA,1,66893267,66905357,-
MSTRG.1375.2,MSTRG.1375,NA,1,66671944,66694656,+
MSTRG.1376.1,MSTRG.1376,NA,1,66718084,66718312,.
MSTRG.1377.1,MSTRG.1377,NA,1,66946242,66958983,+
MSTRG.1378.1,MSTRG.1378,NA,1,66963086,66976684,+
MSTRG.1379.1,MSTRG.1379,NA,1,67411861,67412353,.
MSTRG.1380.1,MSTRG.1380,NA,1,67413036,67420186,-
MSTRG.1381.1,MSTRG.1381,NA,1,67424245,67426287,-
MSTRG.1381.2,MSTRG.1381,NA,1,67424245,67426287,-
MSTRG.1381.3,MSTRG.1381,NA,1,67424249,67426287,-
MSTRG.1381.4,MSTRG.1381,NA,1,67424249,67426287,-
MSTRG.1384.1,MSTRG.1384,NA,1,67701815,67702422,.
MSTRG.1385.1,MSTRG.1385,NA,1,67703008,67703249,.
MSTRG.1386.1,MSTRG.1386,NA,1,67703518,67704674,.
MSTRG.1388.1,MSTRG.1388,NA,1,68102821,68103135,.
MSTRG.1389.1,MSTRG.1389,NA,1,68112221,68112739,.
MSTRG.1390.1,MSTRG.1390,NA,1,68116900,68117222,.
MSTRG.1391.1,MSTRG.1391,NA,1,68122614,68124561,.
MSTRG.1393.1,MSTRG.1393,NA,1,70227025,70227228,.
MSTRG.1394.1,MSTRG.1394,NA,1,70229069,70229501,.
MSTRG.1395.1,MSTRG.1395,NA,1,70237425,70250926,+
MSTRG.1395.2,MSTRG.1395,NA,1,70237435,70250926,+
MSTRG.1396.1,MSTRG.1396,NA,1,70274748,70292448,-
MSTRG.1397.1,MSTRG.1397,NA,1,71868618,71868828,.
MSTRG.1398.1,MSTRG.1398,NA,1,71064985,71072657,-
MSTRG.1398.2,MSTRG.1398,NA,1,71064986,71078566,-
MSTRG.1399.1,MSTRG.1399,NA,1,74706898,74714605,-
MSTRG.1400.1,MSTRG.1400,NA,1,74714615,74724834,-
MSTRG.1401.1,MSTRG.1401,NA,1,75612265,75612472,.
MSTRG.1402.1,MSTRG.1402,NA,1,75724808,75749562,+
MSTRG.1404.1,MSTRG.1404,NA,1,75791312,75794292,+
MSTRG.1405.1,MSTRG.1405,NA,1,76075118,76075380,.
MSTRG.1406.1,MSTRG.1406,NA,1,76076846,76077667,.
MSTRG.1407.1,MSTRG.1407,NA,1,75787298,75789194,+
MSTRG.1408.1,MSTRG.1408,NA,1,76077950,76078548,.
MSTRG.1409.1,MSTRG.1409,NA,1,76087432,76088229,.
MSTRG.1410.1,MSTRG.1410,NA,1,76088864,76089131,.
MSTRG.1411.1,MSTRG.1411,NA,1,76093675,76094430,.
MSTRG.1413.1,MSTRG.1413,NA,1,76119028,76120888,.
MSTRG.1414.1,MSTRG.1414,NA,1,76123380,76123719,.
MSTRG.1415.1,MSTRG.1415,NA,1,76141955,76142797,.
MSTRG.1416.1,MSTRG.1416,NA,1,76143364,76144370,.
MSTRG.1417.1,MSTRG.1417,NA,1,76159920,76160730,.
MSTRG.1418.1,MSTRG.1418,NA,1,76162432,76163045,.
MSTRG.1419.1,MSTRG.1419,NA,1,76163879,76164653,.
MSTRG.1420.1,MSTRG.1420,NA,1,76189608,76190105,.
MSTRG.1421.1,MSTRG.1421,NA,1,76190802,76192224,.
MSTRG.1422.1,MSTRG.1422,NA,1,76195778,76196089,.
MSTRG.1423.1,MSTRG.1423,NA,1,76197045,76197828,.
MSTRG.1424.1,MSTRG.1424,NA,1,76198392,76199125,.
MSTRG.1425.1,MSTRG.1425,NA,1,76256397,76256680,.
MSTRG.1426.1,MSTRG.1426,NA,1,76262611,76262876,.
MSTRG.1427.1,MSTRG.1427,NA,1,76473970,76474595,.
MSTRG.1428.1,MSTRG.1428,NA,1,77518591,77521926,+
MSTRG.1429.1,MSTRG.1429,NA,1,77565594,77568343,-
MSTRG.1430.1,MSTRG.1430,NA,1,77576099,77581792,-
MSTRG.1432.1,MSTRG.1432,NA,1,77634894,77635096,.
MSTRG.1433.1,MSTRG.1433,NA,1,77641485,77683294,-
MSTRG.1434.1,MSTRG.1434,NA,1,77680195,77680508,.
MSTRG.1435.1,MSTRG.1435,NA,1,77709956,77710364,.
MSTRG.1436.1,MSTRG.1436,NA,1,77702965,77703374,.
MSTRG.1437.1,MSTRG.1437,NA,1,77718626,77721415,-
MSTRG.1438.1,MSTRG.1438,NA,1,77730827,77731169,.
MSTRG.1439.1,MSTRG.1439,NA,1,77732187,77732868,.
MSTRG.1440.1,MSTRG.1440,NA,1,77734347,77740895,-
MSTRG.1441.1,MSTRG.1441,NA,1,77929458,77935897,+
MSTRG.1442.1,MSTRG.1442,NA,1,77947504,77949420,-
MSTRG.1442.2,MSTRG.1442,NA,1,77948604,77955320,-
MSTRG.1443.1,MSTRG.1443,NA,1,77963527,77964747,-
MSTRG.1444.1,MSTRG.1444,NA,1,77964930,77965231,-
MSTRG.1445.1,MSTRG.1445,NA,1,77956674,77962860,-
MSTRG.1446.1,MSTRG.1446,NA,1,77966696,77968282,-
MSTRG.1447.1,MSTRG.1447,NA,1,77979569,78005303,+
MSTRG.1448.1,MSTRG.1448,NA,1,78628982,78629915,+
MSTRG.1449.1,MSTRG.1449,NA,1,78635336,78637093,+
MSTRG.1450.1,MSTRG.1450,NA,1,78641519,78641896,+
MSTRG.1451.1,MSTRG.1451,NA,1,78642429,78642774,.
MSTRG.1452.1,MSTRG.1452,NA,1,78643239,78643613,.
MSTRG.1453.1,MSTRG.1453,NA,1,78655135,78664073,+
MSTRG.1455.1,MSTRG.1455,NA,1,81950270,81951036,+
MSTRG.1456.1,MSTRG.1456,NA,1,83162293,83162495,.
MSTRG.1457.1,MSTRG.1457,NA,1,83882921,83890431,-
MSTRG.1458.1,MSTRG.1458,NA,1,83906331,83911261,-
MSTRG.1458.2,MSTRG.1458,NA,1,83906498,83907661,-
MSTRG.1459.1,MSTRG.1459,NA,1,83919818,83933729,-
MSTRG.1460.1,MSTRG.1460,NA,1,83937883,83942548,-
MSTRG.1461.1,MSTRG.1461,NA,1,84083934,84084883,.
MSTRG.1463.1,MSTRG.1463,NA,1,84144458,84184136,+
MSTRG.1464.2,MSTRG.1464,NA,1,84197727,84204710,+
MSTRG.1465.1,MSTRG.1465,NA,1,84237507,84237726,.
MSTRG.1467.1,MSTRG.1467,NA,1,84498352,84506258,-
MSTRG.1468.1,MSTRG.1468,NA,1,85258473,85259587,-
MSTRG.1469.1,MSTRG.1469,NA,1,85270654,85276344,-
MSTRG.1470.1,MSTRG.1470,NA,1,85320225,85320437,.
MSTRG.1471.1,MSTRG.1471,NA,1,85321096,85358886,-
MSTRG.1472.1,MSTRG.1472,NA,1,85431402,85431664,.
MSTRG.1473.1,MSTRG.1473,NA,1,85464743,85464990,.
MSTRG.1477.1,MSTRG.1477,NA,1,86704634,86743431,+
MSTRG.1478.1,MSTRG.1478,NA,1,86707264,86707553,.
MSTRG.1479.1,MSTRG.1479,NA,1,86744428,86744690,.
MSTRG.1480.1,MSTRG.1480,NA,1,86744952,86747025,.
MSTRG.1481.1,MSTRG.1481,NA,1,86863241,86914130,-
MSTRG.1482.1,MSTRG.1482,NA,1,86915878,86916249,.
MSTRG.1483.1,MSTRG.1483,NA,1,86947746,86947962,.
MSTRG.1484.1,MSTRG.1484,NA,1,87072934,87073174,.
MSTRG.1485.1,MSTRG.1485,NA,1,87092540,87097953,+
MSTRG.1486.1,MSTRG.1486,NA,1,87103432,87104707,+
MSTRG.1487.1,MSTRG.1487,NA,1,87107353,87107565,.
MSTRG.1488.1,MSTRG.1488,NA,1,87328953,87329244,.
MSTRG.1489.1,MSTRG.1489,NA,1,87332012,87345284,+
MSTRG.1491.1,MSTRG.1491,NA,1,88770360,88771567,+
MSTRG.1492.1,MSTRG.1492,NA,1,88789105,88789478,.
MSTRG.1494.1,MSTRG.1494,NA,1,88807433,88813731,+
MSTRG.1495.1,MSTRG.1495,NA,1,88828594,88833145,+
MSTRG.1496.2,MSTRG.1496,NA,1,88988336,88992830,-
MSTRG.1497.1,MSTRG.1497,NA,1,88981101,88981694,.
MSTRG.1498.1,MSTRG.1498,NA,1,88982549,88983611,.
MSTRG.1499.1,MSTRG.1499,NA,1,88989946,88990428,.
MSTRG.1500.1,MSTRG.1500,NA,1,89007791,89011063,-
MSTRG.1501.1,MSTRG.1501,NA,1,89013258,89014604,-
MSTRG.1502.1,MSTRG.1502,NA,1,89053225,89054875,-
MSTRG.1503.1,MSTRG.1503,NA,1,89056072,89056966,-
MSTRG.1504.1,MSTRG.1504,NA,1,89058189,89059426,-
MSTRG.1505.1,MSTRG.1505,NA,1,89060297,89065258,-
MSTRG.1506.1,MSTRG.1506,NA,1,89108035,89126055,-
MSTRG.1507.1,MSTRG.1507,NA,1,89186331,89188702,-
MSTRG.1508.1,MSTRG.1508,NA,1,89193393,89197271,-
MSTRG.1512.1,MSTRG.1512,NA,1,89652724,89652929,.
MSTRG.1513.1,MSTRG.1513,NA,1,89847332,89847611,.
MSTRG.1514.1,MSTRG.1514,NA,1,89852359,89854553,.
MSTRG.1515.1,MSTRG.1515,NA,1,89876388,89876707,.
MSTRG.1516.1,MSTRG.1516,NA,1,89881298,89881682,.
MSTRG.1517.1,MSTRG.1517,NA,1,89899971,89900431,.
MSTRG.1518.1,MSTRG.1518,NA,1,89998118,90005322,+
MSTRG.1519.1,MSTRG.1519,NA,1,90007638,90017455,+
MSTRG.1522.1,MSTRG.1522,NA,1,90344596,90345208,.
MSTRG.1523.1,MSTRG.1523,NA,1,90951326,90951644,.
MSTRG.1524.1,MSTRG.1524,NA,1,90960546,90960800,.
MSTRG.1525.1,MSTRG.1525,NA,1,90966773,90967487,.
MSTRG.1526.1,MSTRG.1526,NA,1,90974488,90974759,.
MSTRG.1528.1,MSTRG.1528,NA,1,91006406,91006848,.
MSTRG.1529.1,MSTRG.1529,NA,1,91009877,91010594,.
MSTRG.1532.1,MSTRG.1532,NA,1,91719397,91720084,-
MSTRG.1533.1,MSTRG.1533,NA,1,91722113,91797348,-
MSTRG.1534.1,MSTRG.1534,NA,1,92080428,92088814,+
MSTRG.1535.1,MSTRG.1535,NA,1,92178331,92180436,+
MSTRG.1536.1,MSTRG.1536,NA,1,92320507,92323580,+
MSTRG.1538.1,MSTRG.1538,NA,1,92363269,92363568,.
MSTRG.1540.1,MSTRG.1540,NA,1,92665950,92693990,-
MSTRG.1541.1,MSTRG.1541,NA,1,92702141,92785018,-
MSTRG.1542.1,MSTRG.1542,NA,1,92832095,92837701,+
MSTRG.1543.1,MSTRG.1543,NA,1,92840555,92841923,+
MSTRG.1544.1,MSTRG.1544,NA,1,92847299,92876417,-
MSTRG.1545.1,MSTRG.1545,NA,1,92929959,92930328,.
MSTRG.1546.1,MSTRG.1546,NA,1,93079419,93114780,+
MSTRG.1547.1,MSTRG.1547,NA,1,93128580,93128786,.
MSTRG.1548.1,MSTRG.1548,NA,1,93131420,93132274,+
MSTRG.1549.1,MSTRG.1549,NA,1,93152809,93153105,.
MSTRG.1550.1,MSTRG.1550,NA,1,93154510,93180366,-
MSTRG.1551.1,MSTRG.1551,NA,1,93302289,93302547,.
MSTRG.1552.1,MSTRG.1552,NA,1,93319676,93320403,-
MSTRG.1555.1,MSTRG.1555,NA,1,93340614,93341239,.
MSTRG.1556.1,MSTRG.1556,NA,1,93346291,93353923,+
MSTRG.1558.1,MSTRG.1558,NA,1,93523343,93529757,+
MSTRG.1559.1,MSTRG.1559,NA,1,93533046,93552934,+
MSTRG.1560.1,MSTRG.1560,NA,1,93562200,93567853,-
MSTRG.1561.1,MSTRG.1561,NA,1,93576014,93582446,-
MSTRG.1562.1,MSTRG.1562,NA,1,93589252,93613859,-
MSTRG.1563.1,MSTRG.1563,NA,1,93614688,93614898,.
MSTRG.1564.1,MSTRG.1564,NA,1,93619316,93619569,.
MSTRG.1565.1,MSTRG.1565,NA,1,93869745,93870734,-
MSTRG.1566.1,MSTRG.1566,NA,1,93875731,93876556,-
MSTRG.1567.1,MSTRG.1567,NA,1,94177971,94179759,-
MSTRG.1568.1,MSTRG.1568,NA,1,94184210,94188928,-
MSTRG.1569.1,MSTRG.1569,NA,1,94199562,94199876,.
MSTRG.1570.1,MSTRG.1570,NA,1,94201728,94203120,-
MSTRG.1571.1,MSTRG.1571,NA,1,94207944,94208238,.
MSTRG.1572.1,MSTRG.1572,NA,1,94464777,94475154,+
MSTRG.1573.1,MSTRG.1573,NA,1,94489691,94491233,+
MSTRG.1574.1,MSTRG.1574,NA,1,94498973,94515165,+
MSTRG.1575.1,MSTRG.1575,NA,1,94529461,94529812,.
MSTRG.1576.1,MSTRG.1576,NA,1,94719764,94719970,.
MSTRG.1577.1,MSTRG.1577,NA,1,94530099,94541736,-
MSTRG.1578.1,MSTRG.1578,NA,1,94726049,94726357,.
MSTRG.1579.1,MSTRG.1579,NA,1,94731527,94731872,.
MSTRG.1580.1,MSTRG.1580,NA,1,94732410,94743887,-
MSTRG.1581.1,MSTRG.1581,NA,1,94820459,94824635,+
MSTRG.1582.1,MSTRG.1582,NA,1,94897401,94927098,-
MSTRG.1584.1,MSTRG.1584,NA,1,95117504,95143988,+
MSTRG.1585.1,MSTRG.1585,NA,1,95240495,95241232,.
MSTRG.1587.1,MSTRG.1587,NA,1,96732650,96732953,.
MSTRG.1588.1,MSTRG.1588,NA,1,96769843,96777873,+
MSTRG.1590.1,MSTRG.1590,NA,1,96796083,96798806,.
MSTRG.1591.1,MSTRG.1591,NA,1,96799992,96800341,.
MSTRG.1595.1,MSTRG.1595,NA,1,97691717,97699541,-
MSTRG.1596.1,MSTRG.1596,NA,1,98012590,98012946,.
MSTRG.1597.1,MSTRG.1597,NA,1,97732399,97920980,-
MSTRG.1599.1,MSTRG.1599,NA,1,98108003,98108528,.
MSTRG.1600.1,MSTRG.1600,NA,1,98139362,98139639,.
MSTRG.1601.1,MSTRG.1601,NA,1,98685014,98691669,+
MSTRG.1602.1,MSTRG.1602,NA,1,98738254,98760254,+
MSTRG.1603.1,MSTRG.1603,NA,1,98739642,98740163,.
MSTRG.1604.1,MSTRG.1604,NA,1,98744353,98744627,.
MSTRG.1605.1,MSTRG.1605,NA,1,99667642,99686960,+
MSTRG.1607.1,MSTRG.1607,NA,1,99864400,99870419,+
MSTRG.1608.1,MSTRG.1608,NA,1,99902701,99913555,+
MSTRG.1609.1,MSTRG.1609,NA,1,100018201,100018424,.
MSTRG.1610.1,MSTRG.1610,NA,1,100038135,100049988,+
MSTRG.1611.1,MSTRG.1611,NA,1,100077239,100082222,+
MSTRG.1612.1,MSTRG.1612,NA,1,100266603,100270655,+
MSTRG.1613.1,MSTRG.1613,NA,1,100275604,100285262,+
MSTRG.1614.1,MSTRG.1614,NA,1,100279243,100279511,.
MSTRG.1615.1,MSTRG.1615,NA,1,100896182,100906941,+
MSTRG.1616.1,MSTRG.1616,NA,1,100912112,100913791,+
MSTRG.1617.1,MSTRG.1617,NA,1,100925220,100925845,.
MSTRG.1618.1,MSTRG.1618,NA,1,100926374,100926619,.
MSTRG.1619.1,MSTRG.1619,NA,1,100990446,100992685,-
MSTRG.1620.1,MSTRG.1620,NA,1,102878036,102879917,-
MSTRG.1621.1,MSTRG.1621,NA,1,102881704,102886996,-
MSTRG.1622.1,MSTRG.1622,NA,1,102888744,102920357,-
MSTRG.1624.1,MSTRG.1624,NA,1,102978738,103014579,-
MSTRG.1624.2,MSTRG.1624,NA,1,102984108,103013306,-
MSTRG.1625.1,MSTRG.1625,NA,1,103021653,103022998,-
MSTRG.1628.1,MSTRG.1628,NA,1,103526070,103534858,+
MSTRG.1629.1,MSTRG.1629,NA,1,103537038,103543312,+
MSTRG.1630.1,MSTRG.1630,NA,1,103553909,103554487,.
MSTRG.1631.1,MSTRG.1631,NA,1,103555877,103556249,.
MSTRG.1632.1,MSTRG.1632,NA,1,103573159,103573905,+
MSTRG.1633.1,MSTRG.1633,NA,1,103573926,103575541,+
MSTRG.1635.1,MSTRG.1635,NA,1,107236369,107236656,.
MSTRG.1636.1,MSTRG.1636,NA,1,107424179,107425283,.
MSTRG.1637.1,MSTRG.1637,NA,1,107438218,107439471,.
MSTRG.1638.1,MSTRG.1638,NA,1,107439906,107440471,.
MSTRG.1639.1,MSTRG.1639,NA,1,107465561,107466329,.
MSTRG.1640.1,MSTRG.1640,NA,1,108185841,108200049,-
MSTRG.1641.1,MSTRG.1641,NA,1,108692849,108698705,+
MSTRG.1641.2,MSTRG.1641,NA,1,108695708,108696194,+
MSTRG.1643.1,MSTRG.1643,NA,1,108746735,108756713,+
MSTRG.1644.1,MSTRG.1644,NA,1,108772686,108776424,+
MSTRG.1645.1,MSTRG.1645,NA,1,108796204,108808843,+
MSTRG.1646.1,MSTRG.1646,NA,1,108896900,108898742,+
MSTRG.1647.1,MSTRG.1647,NA,1,108903141,108904262,+
MSTRG.1648.1,MSTRG.1648,NA,1,108918713,108929977,+
MSTRG.1649.1,MSTRG.1649,NA,1,108931879,108937411,-
MSTRG.1649.2,MSTRG.1649,NA,1,108932308,108934942,-
MSTRG.1650.1,MSTRG.1650,NA,1,108955140,108955872,.
MSTRG.1651.1,MSTRG.1651,NA,1,108982608,108983338,-
MSTRG.1652.1,MSTRG.1652,NA,1,108991269,109004719,-
MSTRG.1653.1,MSTRG.1653,NA,1,109023453,109042093,-
MSTRG.1655.1,MSTRG.1655,NA,1,109066135,109075964,-
MSTRG.1656.1,MSTRG.1656,NA,1,109090851,109094854,+
MSTRG.1658.1,MSTRG.1658,NA,1,109213949,109235326,+
MSTRG.1659.1,MSTRG.1659,NA,1,109236475,109238120,+
MSTRG.1661.1,MSTRG.1661,NA,1,109261041,109262501,+
MSTRG.1662.1,MSTRG.1662,NA,1,109262874,109263775,+
MSTRG.1663.1,MSTRG.1663,NA,1,109264148,109264565,+
MSTRG.1664.1,MSTRG.1664,NA,1,109264905,109266151,+
MSTRG.1665.1,MSTRG.1665,NA,1,109268429,109269584,+
MSTRG.1666.1,MSTRG.1666,NA,1,109269704,109270186,+
MSTRG.1667.1,MSTRG.1667,NA,1,109271005,109275717,+
MSTRG.1669.1,MSTRG.1669,NA,1,109280524,109281251,-
MSTRG.1669.2,MSTRG.1669,NA,1,109280777,109283100,-
MSTRG.1670.1,MSTRG.1670,NA,1,109309587,109312504,.
MSTRG.1671.1,MSTRG.1671,NA,1,109312759,109327150,-
MSTRG.1672.1,MSTRG.1672,NA,1,109327499,109369670,-
MSTRG.1672.2,MSTRG.1672,NA,1,109327540,109351180,-
MSTRG.1673.1,MSTRG.1673,NA,1,109372452,109372685,.
MSTRG.1674.1,MSTRG.1674,NA,1,109387896,109388278,.
MSTRG.1675.1,MSTRG.1675,NA,1,109388775,109390322,.
MSTRG.1676.1,MSTRG.1676,NA,1,109401982,109415256,-
MSTRG.1677.1,MSTRG.1677,NA,1,109415320,109426391,-
MSTRG.1678.1,MSTRG.1678,NA,1,109548664,109579343,+
MSTRG.1679.1,MSTRG.1679,NA,1,109586228,109586872,+
MSTRG.1680.1,MSTRG.1680,NA,1,109592099,109592561,+
MSTRG.1681.1,MSTRG.1681,NA,1,109625493,109626362,+
MSTRG.1682.1,MSTRG.1682,NA,1,109627429,109629119,+
MSTRG.1684.1,MSTRG.1684,NA,1,109631775,109632025,.
MSTRG.1686.1,MSTRG.1686,NA,1,109668940,109670180,+
MSTRG.1687.1,MSTRG.1687,NA,1,109671198,109671547,+
MSTRG.1688.1,MSTRG.1688,NA,1,109674745,109675285,.
